統計期或資料時間,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,
INFO_TIME,COUNTY_ID,COUNTY,TOWN_ID,TOWN,H_CNT,P_CNT,
104Y09M,67000,臺南市,67000150,七股區,8077,23409,
104Y09M,67000,臺南市,67000080,下營區,9093,24885,
104Y09M,67000,臺南市,67000110,大內區,3929,10098,
104Y09M,67000,臺南市,67000220,山上區,2680,7465,
104Y09M,67000,臺南市,67000370,中西區,30776,77444,
104Y09M,67000,臺南市,67000270,仁德區,26800,73668,
104Y09M,67000,臺南市,67000090,六甲區,7727,22626,
104Y09M,67000,臺南市,67000170,北門區,4330,11544,
104Y09M,67000,臺南市,67000340,北區,49933,132723,
104Y09M,67000,臺南市,67000260,左鎮區,1992,5081,
104Y09M,67000,臺南市,67000310,永康區,81759,230359,
104Y09M,67000,臺南市,67000230,玉井區,5115,14386,
104Y09M,67000,臺南市,67000030,白河區,10945,29372,
104Y09M,67000,臺南市,67000360,安平區,24819,65369,
104Y09M,67000,臺南市,67000210,安定區,9869,30287,
104Y09M,67000,臺南市,67000350,安南區,60895,189176,
104Y09M,67000,臺南市,67000140,西港區,8113,24920,
104Y09M,67000,臺南市,67000120,佳里區,20408,59624,
104Y09M,67000,臺南市,67000100,官田區,7855,21702,
104Y09M,67000,臺南市,67000060,東山區,8253,21668,
104Y09M,67000,臺南市,67000320,東區,71754,188837,
104Y09M,67000,臺南市,67000250,南化區,2868,8933,
104Y09M,67000,臺南市,67000330,南區,44959,125839,
104Y09M,67000,臺南市,67000050,後壁區,8916,24407,
104Y09M,67000,臺南市,67000040,柳營區,7833,21638,
104Y09M,67000,臺南市,67000160,將軍區,7319,20360,
104Y09M,67000,臺南市,67000070,麻豆區,15565,44970,
104Y09M,67000,臺南市,67000190,善化區,16748,46815,
104Y09M,67000,臺南市,67000180,新化區,14281,43795,
104Y09M,67000,臺南市,67000200,新市區,11728,35790,
104Y09M,67000,臺南市,67000010,新營區,28659,78162,
104Y09M,67000,臺南市,67000240,楠西區,3541,10066,
104Y09M,67000,臺南市,67000130,學甲區,9678,26713,
104Y09M,67000,臺南市,67000300,龍崎區,1572,4221,
104Y09M,67000,臺南市,67000280,歸仁區,22189,67766,
104Y09M,67000,臺南市,67000290,關廟區,10958,34764,
104Y09M,67000,臺南市,67000020,鹽水區,10111,26155,
