編號,巷道名稱,長度,實際寬度,受影響建築物之詳細地址,行政區,轄區分隊,分區
303,善化區坐駕里大成路367巷40弄,40,6,坐駕里大成路367巷40弄1號至5號,善化區,善化分隊,黃
304,善化區光文里光華路128巷,90,6,光文里光華路128巷凱撒陽光大廈,善化區,善化分隊,藍
305,光華街214巷,90,3.5,1.2.3.4.6.7.8.9.11.13.號、5弄1.2.3.4.5號及15弄2.4.6.8號,新市區,新市分隊,紅
306,光華街234巷,90,3.2,1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25號,新市區,新市分隊,紅
307,蘇厝里80-1~132號,350,3,蘇厝里80-1~132號,安定區,安定分隊,紅
308,蘇厝里85-1~112-37號,255,3.7,蘇厝里85-1~112-37號,安定區,安定分隊,紅
309,蘇厝里20~55號,158,4,蘇厝里20~55號,安定區,安定分隊,紅
310,蘇厝里380~430-8號,315,4,蘇厝里380~430-8號,安定區,安定分隊,紅
311,港南里35~139-6號,234,4,港南里35~139-6號,安定區,安定分隊,紅
312,港南里57~163號,277,4,港南里57~163號,安定區,安定分隊,紅
313,港南里200~348號,160,4,港南里200~348號,安定區,安定分隊,紅
314,港南里329-27~331-20號,125,4,港南里329-27~331-20號,安定區,安定分隊,紅
315,港口里249~272號,304,4,港口里249~272號,安定區,安定分隊,紅
316,港尾里1~115號,448,4,港尾里1~115號,安定區,安定分隊,紅
317,海寮里11~18-3號,274,4,海寮里11~18-3號,安定區,安定分隊,紅
318,南安里2~14-1號,153,3,南安里2~14-1號,安定區,安定分隊,紅
319,新化區中正路369巷,120,1.5,中正路369巷1～80號,新化區,新化分隊,黃
320,新化區崙頂里(崙子頂359號旁巷道),200,1.5,本社區門牌跳號，巷道呈網狀相連，凡崙子頂的門牌皆屬之,新化區,新化分隊,紅
321,新化區中山路224巷,156,1.5,中山路224巷1～41號,新化區,新化分隊,紅
322,新化區中正路542巷,160,1.5,中正路542巷1～24號,新化區,新化分隊,紅
323,觀音亭附近巷道,270,1.5,中山路272～310號接仁愛街12～63號,新化區,新化分隊,紅
324,中興路104巷,240,1.5,中興路104巷1～180號,新化區,新化分隊,紅
325,民族路,150,1.5,民族路1～43號,新化區,新化分隊,紅
326,信義路113巷,130,1.5,信義路113巷1～25號,新化區,新化分隊,紅
327,信義路117、131巷,350,1.5,信義路117巷1～115號接131巷2～120號,新化區,新化分隊,紅
328,佳聖大樓(健康路101巷9號),6,4,健康路101巷9號(佳聖大樓),新化區,新化分隊,藍
329,泰慶大樓(中山路595號),4,3,中山路595號(泰慶大樓),新化區,新化分隊,藍
330,巴黎廣場(信義路169號),20,4,信義路169號(巴黎廣場),新化區,新化分隊,藍
331,福鎮大樓(中正路580巷2號),20,2.5,中正路580巷2號(福鎮大樓),新化區,新化分隊,藍
332,龍門大廈(大新路11巷),20,4,大新路11巷(龍門大廈),新化區,新化分隊,藍
333,石城里26-3號,182,2.6,石城里26號至30號,大內區,大內分隊,紅
334,石城里87號,246,1.9,石城里87號等,大內區,大內分隊,紅
335,石城里47-2號,152,2,石城里44號至47-2號,大內區,大內分隊,紅
336,石城里31-2號,186,2.2,石城里31號至41號,大內區,大內分隊,紅
337,石城里122-86號,150,2.4,石城里122-50號至122-102號、石城里122-205號至122-218號,大內區,大內分隊,紅
338,石林里211-2號,152,2.9,石林里211-2號至211-5號,大內區,大內分隊,紅
339,石林里209-1號,114,2.5,石林里209-1號至209-6號,大內區,大內分隊,紅
340,石林里162號,176,2.9,石林里162號至179號,大內區,大內分隊,紅
341,石林里134號,139,1.8,石林里134號等,大內區,大內分隊,紅
342,石林里223號,128,2.4,石湖里223號至226號,大內區,大內分隊,紅
343,石湖里321號,97,2,石湖里321號至323號,大內區,大內分隊,紅
344,石湖里320-2號,97,2.4,石湖里308號至320-2號,大內區,大內分隊,紅
345,大內里34號,182,2.8,大內里58號等,大內區,大內分隊,紅
346,大內里265-1號,220,2,大內里263-1號至263-7號,大內區,大內分隊,紅
347,大內里119-1號,120,3.8,大內里109-1號至120號,大內區,大內分隊,紅
348,大內里124號,326,2,大內里124號至129號,大內區,大內分隊,紅
349,大內里158號,166,2.2,大內里158號至163號,大內區,大內分隊,紅
350,內江里231號,146,3,內江里231號至250號,大內區,大內分隊,紅
351,內江里225號,148,2.5,內江里225號至231號,大內區,大內分隊,紅
352,內江里220號,190,2.7,內江里174號至220號,大內區,大內分隊,紅
353,內郭里30號,138,3.8,內郭里30號至40號,大內區,大內分隊,紅
354,內郭里27-1號,206,2.2,內郭里27-1號至27-4號,大內區,大內分隊,紅
355,頭社里32號,226,3,頭社里21-31號、34-36號,大內區,大內分隊,紅
356,頭社里63號,132,2.5,頭社里46-3~46-8號、68號、68-1~68-6號、81-1號、82-1~82-6號,大內區,大內分隊,紅
357,環湖里110-2號,112,1.5,環湖里110-2號,大內區,大內分隊,紅
358,環湖里43-2號,118,2,環湖里24、25-2、27、27-1~27-2、36-1、43、44、46、48、,大內區,大內分隊,紅
359,環湖里51號,100,2,環湖里47、51、53、54號,大內區,大內分隊,紅
360,環湖里100號,116,2,環湖里82-1、85、88、89、100、101號,大內區,大內分隊,紅
361,二溪里163號,96,2,二溪里163號號至178號,大內區,大內分隊,紅
362,曲溪里88號,124,3.5,曲溪里69-10.82-1~82-4.69-10.84.88,大內區,大內分隊,紅
363,曲溪里95-2號,480,2.9,曲溪里93號至105-11號,大內區,大內分隊,紅
364,曲溪里23號,84,2,曲溪里23-35號,大內區,大內分隊,紅
365,石林里135號,230,4.5,石林里135～148號,大內區,大內分隊,黃
366,狹小巷道,200,3,南洲里159至186號一帶(開靈宮後方),山上區,山上分隊,紅
367,狹小巷道,200,3,南洲里215至300號一帶(南洲里農民活動中心至松樹公廟),山上區,山上分隊,紅
368,狹小巷道,200,3,山上里75至090號一帶(山上分隊後方至淨水場),山上區,山上分隊,紅
369,狹小巷道,200,3,明和里160至220號一帶(朝天宮至明和里活動中心),山上區,山上分隊,紅
370,狹小巷道,200,3,明和里北勢洲30至35號一帶(忠盛小吃部至一甲公司),山上區,山上分隊,紅
371,狹小巷道,200,5,山上區明和里北勢洲21號一帶(亞獵士公司),山上區,山上分隊,黃
372,中正里78-15號的巷子,100,5,78-7號至78-15號、68號、82號、83號、87號、85號、85-1號,左鎮區,左鎮分隊,黃
373,中正里79-1號的巷子,50,5,79-1號至79-14號,左鎮區,左鎮分隊,黃
374,中正里86號的巷子,100,5,84、84-1號~84-3號、86號、85-2號,左鎮區,左鎮分隊,黃
375,中正里150-1號的巷子,100,5,150-1號~150-2號、105-12號~105-24號、144號~147號,左鎮區,左鎮分隊,黃
376,中正里156-10號的巷子,100,5,150-3號~150-11號、152號、156-1號~156-17號,左鎮區,左鎮分隊,黃
377,中正里163號的巷子,300,5,163號、163-1號、162-6號、157號,左鎮區,左鎮分隊,黃
378,中正里165-5號的巷子,300,5,164-6號、165號、165-5號、165-1號~165-2號、168號、170-4號、170-6號,左鎮區,左鎮分隊,黃
379,中正里166-2號的巷子,400,5,166號、166-2號~166-7號、167-3號~167-6號,左鎮區,左鎮分隊,黃
380,中正里171-20號的巷子,200,5,171-6至24號、164號、164-2至164-5號,左鎮區,左鎮分隊,黃
381,中正里176-4號的巷子,50,5,176-4號至176-1號,左鎮區,左鎮分隊,黃
382,中正里176-12號的巷子,100,5,176-5號至176-14號,左鎮區,左鎮分隊,黃
383,中正里100-1號的巷子,100,3,100-1號~100-3號、103號~115號,左鎮區,左鎮分隊,黃
384,大灣路40巷209弄　,100,3,永康區 大灣路４０巷２０９弄,永康區,大灣分隊　,紅
385,大灣五街69巷　,150,3,永康區 大灣五街６９巷,永康區,大灣分隊　,紅
386,大灣路406巷　,200,3,永康區 大灣路４０６巷,永康區,大灣分隊　,紅
387,大灣路436巷　,300,3,永康區 大灣路４３６巷,永康區,大灣分隊　,紅
388,大灣路1020巷　,300,3,永康區 大灣路１０２０巷,永康區,大灣分隊　,紅
389,立興街28巷　,200,3,永康區 立興街２８巷,永康區,大灣分隊　,紅
390,南灣街60巷　,300,3,永康區 南灣街６０巷,永康區,大灣分隊　,紅
391,富強路一段2巷31弄　,100,4,永康區 富強路一段２巷３１弄,永康區,大灣分隊　,黃
392,富強路一段2巷8弄　,100,4,永康區 富強路一段２巷８弄,永康區,大灣分隊　,黃
393,富強路一段185巷2弄　,100,4,永康區 富強路一段１８５巷２弄,永康區,大灣分隊　,黃
394,富強路一段321巷　,150,4,永康區 富強路一段３２１巷,永康區,大灣分隊　,黃
395,富強路一段279巷　,150,4,永康區 富強路一段２７９巷,永康區,大灣分隊　,黃
396,廣興街38巷34弄　,100,4,永康區 廣興街３８巷３４弄,永康區,大灣分隊　,黃
397,大灣路37巷　,300,4,永康區 大灣路３７巷,永康區,大灣分隊　,黃
398,大灣路41巷　,300,4,永康區 大灣路４１巷,永康區,大灣分隊　,黃
399,大灣七街74巷　,200,4,永康區 大灣七街７４巷,永康區,大灣分隊　,黃
400,信義街62巷　,100,4,永康區 信義街６２巷,永康區,大灣分隊　,黃
401,信義街44巷　,100,4,永康區 信義街４４巷,永康區,大灣分隊　,黃
402,文賢街78巷　,100,4,永康區 文賢街７８巷,永康區,大灣分隊　,黃
403,文賢街108巷　,100,4,永康區 文賢街１０８巷,永康區,大灣分隊　,黃
404,大灣五街39巷　,150,4,永康區 大灣五街３９巷,永康區,大灣分隊　,黃
405,南灣街87巷　,300,4,永康區 南灣街８７巷,永康區,大灣分隊　,黃
406,南灣街100巷　,250,4,永康區 南灣街１００巷,永康區,大灣分隊　,黃
407,南灣街99巷　,300,3,永康區 南灣街９９巷,永康區,大灣分隊　,黃
408,民族路273巷13弄　,100,4,永康區 民族路２７３巷１３弄,永康區,大灣分隊　,黃
409,大灣三街21巷　,100,4,永康區 大灣三街２１巷,永康區,大灣分隊　,黃
410,大灣三街57巷　,150,4,永康區 大灣三街５７巷,永康區,大灣分隊　,黃
411,大灣二街38巷　,150,4,永康區 大灣二街３８巷,永康區,大灣分隊　,黃
412,大灣路40巷　,800,6,永康區 大灣路４０巷１８２弄,永康區,大灣分隊　,藍
413,大橋一街139巷　,200,3,永康區 大橋一街１３９巷,永康區,永康分隊　,紅
414,大橋一街223巷　,200,3,永康區 大橋一街２２３巷,永康區,永康分隊　,紅
415,大橋二街239巷　,100,3,永康區 大橋二街２３９巷,永康區,永康分隊　,紅
416,大橋三街57巷　,120,3,永康區 大橋三街５７巷,永康區,永康分隊　,紅
417,大橋三街199巷　,110,4,永康區 大橋三街１９９巷,永康區,永康分隊　,紅
418,大橋三街261巷　,100,3,永康區 大橋三街２６１巷,永康區,永康分隊　,紅
419,中華西街85巷　,110,3,永康區 中華西街８５巷,永康區,永康分隊　,紅
420,中華西街104巷　,120,3,永康區 中華西街１０４巷,永康區,永康分隊　,紅
421,中華西街122巷　,200,3,永康區 中華西街１２２巷,永康區,永康分隊　,紅
422,中華西街127巷　,130,3,永康區 中華西街１２７巷,永康區,永康分隊　,紅
423,南工街212巷　,130,4,永康區 南工街２１２巷１３弄,永康區,永康分隊　,紅
424,二王路40巷　,150,2,永康區 二王路４０巷,永康區,永康分隊　,紅
425,中山南路95巷　,90,2.5,永康區 中山南路９５巷,永康區,永康分隊　,紅
426,中山南路510巷　,150,4,永康區 中山南路５１０巷,永康區,永康分隊　,紅
427,中山南路520巷　,200,4,永康區 中山南路５２０巷,永康區,永康分隊　,紅
428,中山南路544巷　,120,3,永康區 中山南路５４４巷,永康區,永康分隊　,紅
429,中山南路1116巷　,150,2,永康區 中山南路１１１６巷,永康區,永康分隊　,紅
430,中山北路18巷　,50,2,永康區 中山北路１８巷,永康區,永康分隊　,紅
431,永二街244巷　,120,4,永康區 永二街２４４巷,永康區,永康分隊　,紅
432,永二街288巷　,100,4,永康區 永二街２８８巷,永康區,永康分隊　,紅
433,永康街136巷　,150,4,永康區 永康街１３６巷,永康區,永康分隊　,紅
434,永康街186巷　,80,2.5,永康區 永康街１８６巷,永康區,永康分隊　,紅
435,永華路776巷　,120,4,永康區 永華路７７６巷,永康區,永康分隊　,紅
436,永中街100巷　,110,2,永康區 永中街１００巷,永康區,永康分隊　,紅
437,永中街138巷　,170,2,永康區 永中街１３８巷,永康區,永康分隊　,紅
438,王行路898巷　,200,4,永康區 王行路８９８巷,永康區,永康分隊　,紅
439,大橋一街103巷　,200,6,永康區 大橋一街１０３巷,永康區,永康分隊　,黃
440,大橋一街139巷44弄　,200,5,永康區 大橋一街１３９巷４４弄,永康區,永康分隊　,黃
441,大橋三街57巷19弄　,150,5,永康區 大橋三街５７巷１９弄,永康區,永康分隊　,黃
442,中華西街21巷　,100,6,永康區 中華西街２１巷,永康區,永康分隊　,黃
443,中華路619巷22弄　,120,6,永康區 中華路６１９巷２２弄,永康區,永康分隊　,黃
444,中山南路644巷　,150,4.5,永康區 中山南路６４４巷,永康區,永康分隊　,黃
445,中山南路471巷　,350,5,永康區 中山南路４７１巷,永康區,永康分隊　,黃
446,王行路866巷　,300,5,永康區 王行路８６６巷,永康區,永康分隊　,黃
447,中正南路52巷　,600,3,永康區 中正南路５２巷,永康區,鹽行分隊　,紅
448,中正南路168巷　,300,3,永康區 中正南路１６８巷,永康區,鹽行分隊　,紅
449,中正南路210巷　,150,4,永康區 中正南路２１０巷,永康區,鹽行分隊　,紅
450,中正路635巷　,350,3,永康區 中正路６３５巷,永康區,鹽行分隊　,紅
451,南台街54巷　,170,4,永康區 南台街５４巷,永康區,鹽行分隊　,紅
452,南台街75巷　,130,4,永康區 南台街７５巷,永康區,鹽行分隊　,紅
453,南台街89巷　,120,3,永康區 南台街８９巷,永康區,鹽行分隊　,紅
454,蔦松一街35巷　,150,3,永康區 蔦松一街３５巷,永康區,鹽行分隊　,紅
455,蔦松一街74巷　,100,4,永康區 蔦松一街７４巷,永康區,鹽行分隊　,紅
456,蔦松二街162巷　,100,3,永康區 蔦松二街１６２巷,永康區,鹽行分隊　,紅
457,和平路212巷　,180,3,永康區 和平路２１２巷,永康區,鹽行分隊　,紅
458,三民街79巷　,500,3,永康區 三民街７９巷,永康區,鹽行分隊　,紅
459,三民街90巷　,400,3,永康區 三民街９０巷,永康區,鹽行分隊　,紅
460,洲尾街74巷　,140,3,永康區 洲尾街７４巷,永康區,鹽行分隊　,紅
461,洲尾街191巷　,100,4,永康區 洲尾街１９１巷,永康區,鹽行分隊　,紅
462,洲尾街225巷　,30,4,永康區 洲尾街２２５巷,永康區,鹽行分隊　,紅
463,中正北路19巷　,210,4,永康區 中正北路１９巷,永康區,鹽行分隊　,紅
464,南台街3巷　,160,5,永康區 南台街３巷,永康區,鹽行分隊　,黃
465,中正北路71巷　,170,5,永康區 中正北路７１巷,永康區,鹽行分隊　,黃
466,新民街47巷　,60,6,永康區 新民街４７巷,永康區,鹽行分隊　,藍
467,新民街66巷　,70,3,永康區 新民街６６巷,永康區,鹽行分隊　,藍
468,永安路165巷30巷　,145,6,永康區 永安路１６５巷 ３０巷,永康區,鹽行分隊　,藍
469,永安路165巷109弄　,100,4,永康區 永安路１６５巷１０９弄,永康區,鹽行分隊　,藍
470,南台街　,450,6,永康區 南台街,永康區,鹽行分隊　,藍
471,中華路912巷59弄　,170,3,永康區 中華路９１２巷５９弄,永康區,鹽行分隊　,藍
472,復興路71巷112弄　,200,3,永康區 復興路７１巷１１２弄,永康區,復興分隊　,紅
473,復興路277巷　,800,2,永康區 復興路２７７巷,永康區,復興分隊　,紅
474,復興路427號　,80,2,永康區 復興路 ４２７號,永康區,復興分隊　,紅
475,復興路423巷　,600,,永康區 復興路４２３巷,永康區,復興分隊　,紅
476,復興路429巷　,1000,,永康區 復興路４２９巷,永康區,復興分隊　,紅
477,復興路282巷　,60,,永康區 復興路２８２巷,永康區,復興分隊　,紅
478,復興路296巷　,80,,永康區 復興路２９６巷,永康區,復興分隊　,紅
479,復興路356巷　,400,,永康區 復興路３５６巷,永康區,復興分隊　,紅
480,中華一路23巷　,50,2,永康區 中華一路２３巷,永康區,復興分隊　,紅
481,中華一路33巷　,50,2,永康區 中華一路３３巷,永康區,復興分隊　,紅
482,中華路154巷1弄　,40,2,永康區 中華路１５４巷１弄,永康區,復興分隊　,紅
483,中華路154巷2弄　,40,2,永康區 中華路１５４巷２弄,永康區,復興分隊　,紅
484,忠孝路239巷9弄　,80,2,永康區 忠孝路２３９巷９弄,永康區,復興分隊　,紅
485,忠孝路239巷20弄　,100,2,永康區 忠孝路２３９巷２０弄,永康區,復興分隊　,紅
486,勝利街2巷　,250,3,永康區 勝利街２巷,永康區,復興分隊　,紅
487,中華路154巷18弄　,60,2,永康區 中華路１５４巷１８弄,永康區,復興分隊　,黃
488,中華路154巷　,300,2,永康區 中華路１５４巷１８弄,永康區,復興分隊　,黃
489,中華路212巷　,200,3,永康區 中華路２１２巷,永康區,復興分隊　,黃
490,中華路214巷　,80,3,永康區 中華路２１４巷,永康區,復興分隊　,黃
491,中華路216巷12弄　,80,3,永康區 中華路２１６巷１２弄,永康區,復興分隊　,黃
492,中華路216巷　,200,3,永康區 中華路２１６巷１２弄,永康區,復興分隊　,黃
493,中華路216巷1弄　,80,3,永康區 中華路２１６巷１弄,永康區,復興分隊　,黃
494,中華路216巷35弄　,40,3,永康區 中華路２１６巷３５弄,永康區,復興分隊　,黃
495,小東路477巷　,150,3,永康區 小東路４７７巷,永康區,復興分隊　,黃
496,忠勇街32巷尾　,80,3,永康區 忠勇街３２巷 尾,永康區,復興分隊　,黃
497,中興街45巷　,40,2,永康區 中興街４５巷,永康區,復興分隊　,黃
498,中興街55巷　,40,2,永康區 中興街５５巷,永康區,復興分隊　,黃
499,中興街57巷　,40,2,永康區 中興街５７巷,永康區,復興分隊　,黃
500,兵仔市場內　,1000,2,永康區 兵仔市場內,永康區,復興分隊　,黃
501,勝利街22巷45弄　,150,2,永康區 勝利街２２巷４５弄,永康區,復興分隊　,黃
502,中華二路88巷　,150,2,永康區 中華二路８８巷,永康區,復興分隊　,黃
503,中華一路58巷　,100,2,永康區 中華一路５８巷,永康區,復興分隊　,黃
504,中華路286巷　,150,3,永康區 中華路２８６巷,永康區,復興分隊　,黃
505,南工街247巷35弄　,300,2,永康區 南工街２４７巷３５弄,永康區,復興分隊　,黃
506,高統領大樓　,35,,永康區 高統領大樓 中山南路２６２巷２６０號,永康區,復興分隊　,藍
507,御京鄉大樓　,20,,永康區 御京鄉大樓 中華路５７８巷１７號,永康區,復興分隊　,藍
508,高崗屋大樓　,15,,永康區 高崗屋大樓 新興街８號,永康區,復興分隊　,藍
509,觀雲社區乙丙區　,10,,永康區 觀雲社區乙丙區 中華二路３４０巷８號,永康區,復興分隊　,藍
510,觀雲社區乙區　,10,,永康區 觀雲社區乙區 中華二路３５８巷１０號,永康區,復興分隊　,藍
511,觀雲社區甲乙區　,10,,永康區 觀雲社區甲乙區 中華二路３４０巷１５弄巷６號,永康區,復興分隊　,藍
512,大時代大樓　,10,,永康區 大時代大樓 中華一路２０３巷１６號,永康區,復興分隊　,藍
513,大日坎城新特區　,10,,永康區 大日坎城新特區 南工街３１１巷６２之６４號,永康區,復興分隊　,藍
514,椰風名廈　,60,,永康區 椰風名廈 復華一街６５號１７號,永康區,復興分隊　,藍
515,攬翠華廈　,100,,永康區 攬翠華廈,永康區,復興分隊　,藍
516,凡爾賽宮　,70,,永康區 凡爾賽宮 復華三街９０巷１２之１８號,永康區,復興分隊　,藍
517,棕櫚泉一期大樓　,30,,永康區 棕櫚泉 １期大樓 復華八街４７巷３４號,永康區,復興分隊　,藍
518,公園華廈　,60,,永康區 公園華廈 國華街１０２巷５２之６７號,永康區,復興分隊　,藍
519,至真生活家　,20,,永康區 復國二路 復國二路２６０號,永康區,復興分隊　,藍
520,香謝華廈　,20,,永康區 香謝華廈 復國二路２１７號,永康區,復興分隊　,藍
521,坎城風情大樓　,25,,永康區 坎城風情大樓 南工街２６７巷６６號,永康區,復興分隊　,藍
522,棕櫚泉二期大樓　,30,,永康區 棕櫚泉 ２期大樓 復華八街４７巷４３號,永康區,復興分隊　,藍
523,陽光華廈　,20,,永康區 陽光華廈 復華七街３２巷２３號,永康區,復興分隊　,藍
524,綠意華廈　,100,,永康區 國華街１０２巷 國華街１０２巷９７號,永康區,復興分隊　,藍
525,慶都大帝大樓　,20,,永康區 慶都大帝大樓 國華街５９號,永康區,復興分隊　,藍
526,白金漢宮　,30,,永康區 白金漢宮 復華三街６２號,永康區,復興分隊　,藍
527,麗晶大樓　,50,,永康區 麗晶大樓 復國二路２１５巷３０號,永康區,復興分隊　,藍
528,影劇三村國宅　,50,,永康區 影劇 ３村國宅 復國路６０~７６號,永康區,復興分隊　,藍
529,精忠二村國宅　,30,,永康區 精忠 ２村國宅 中華路５８巷５６~７６號,永康區,復興分隊　,藍
530,晶采大樓　,35,,永康區 晶采大樓 中華二路３５５、３５７、３５９號,永康區,復興分隊　,藍
531,摩登大樓　,50,,永康區 摩登大樓 中山東路１３８~１７８號,永康區,復興分隊　,藍
532,湯山新城大樓　,100,,永康區 湯山新城大樓 小東路４２３巷１０號,永康區,復興分隊　,藍
533,太子二街138巷　,30,2,仁德區 太子二街１３８巷,仁德區,仁德分隊　,紅
534,長興四街64巷　,30,2.5,仁德區 長興四街６４巷,仁德區,仁德分隊　,紅
535,中正路二段936巷20弄　,80,3,仁德區 中正路二段９３６巷２０弄,仁德區,仁德分隊　,紅
536,中正路二段994巷　,120,3,仁德區 中正路二段９９４巷,仁德區,仁德分隊　,紅
537,中清路248巷　,80,3,仁德區 中清路２４８巷,仁德區,仁德分隊　,紅
538,仁義五街57巷1弄　,200,3,仁德區 仁義五街５７巷１弄,仁德區,仁德分隊　,紅
539,中山路328巷　,40,3,仁德區 中山路３２８巷,仁德區,仁德分隊　,紅
540,勝利二街29巷　,30,3,仁德區 勝利二街２９巷,仁德區,仁德分隊　,黃
541,德安路32巷　,50,3,仁德區 德安路３２巷,仁德區,仁德分隊　,黃
542,民安路2段77號　,100,3,仁德區 民安路二段 ７７號,仁德區,仁德分隊　,藍
543,北保一街61號-125號　,50,3,仁德區 北保一街 ６１號之１２５號,仁德區,仁德分隊　,藍
544,德崙路21巷　,40,3,仁德區 德崙路２１巷,仁德區,仁德分隊　,藍
545,成功一街35巷　,83,1,仁德區 成功一街３５巷,仁德區,文賢分隊　,紅
546,成功一街43巷　,82,1,仁德區 成功一街４３巷,仁德區,文賢分隊　,紅
547,成功一街67巷　,185,1,仁德區 成功一街６７巷,仁德區,文賢分隊　,紅
548,成功二街7巷　,189,2,仁德區 成功二街７巷,仁德區,文賢分隊　,紅
549,保華路145巷　,195,2,仁德區 保華路１４５巷,仁德區,文賢分隊　,紅
550,成功一街131巷　,121,1,仁德區 成功一街１３１巷,仁德區,文賢分隊　,紅
551,行大街341巷　,128,2,仁德區 行大街３４１巷,仁德區,文賢分隊　,黃
552,德崙路175巷　,137,2,仁德區 德崙路１７５巷,仁德區,文賢分隊　,黃
553,德崙路442巷35弄　,450,5,仁德區 德崙路４４２巷３５弄,仁德區,文賢分隊　,黃
554,行大街172巷　,400,2,仁德區 行大街１７２巷,仁德區,文賢分隊　,黃
555,行大街285巷　,78,2,仁德區 行大街２８５巷,仁德區,文賢分隊　,黃
556,行大街422巷　,96,2,仁德區 行大街４２２巷,仁德區,文賢分隊　,黃
557,行大街56巷　,151,2,仁德區 行大街５６巷,仁德區,文賢分隊　,黃
558,行大街521巷　,73,2,仁德區 行大街５２１巷,仁德區,文賢分隊　,黃
559,二行一路83巷　,152,2,仁德區 二行一路８３巷,仁德區,文賢分隊　,黃
560,二行一路153巷　,106,2,仁德區 二行一路１５３巷,仁德區,文賢分隊　,黃
561,上崙里德善路305巷　,120,2,仁德區 上崙里德善路３０５巷,仁德區,文賢分隊　,藍
562,保安路一段56巷　,662,2,仁德區 保安路一段５６巷,仁德區,文賢分隊　,藍
563,民生十街八巷 　,60,4,歸仁區 民生十街８巷,歸仁區,歸仁分隊　,紅
564,民生十街十八巷　,60,4,歸仁區 民生十街１８巷,歸仁區,歸仁分隊　,紅
565,崙頂三街　,200,4,歸仁區 崙頂三街,歸仁區,歸仁分隊　,紅
566,崙頂五街　,200,4,歸仁區 崙頂五街,歸仁區,歸仁分隊　,紅
567,成功八街　,250,4,歸仁區 成功八街,歸仁區,歸仁分隊　,紅
568,成功路一段155巷　,120,3,歸仁區 成功路一段１５５巷,歸仁區,歸仁分隊　,紅
569,公園路156巷　,80,4,歸仁區 公園路１５６巷,歸仁區,歸仁分隊　,紅
570,大智街23巷　,50,2,歸仁區 大智街２３巷,歸仁區,歸仁分隊　,紅
571,信義南路53巷　,80,2,歸仁區 信義南路５３巷,歸仁區,歸仁分隊　,紅
572,信義南路101巷　,130,4,歸仁區 信義南路１０１巷,歸仁區,歸仁分隊　,紅
573,中山路一段319巷　,150,4,歸仁區 中山路一段３１９巷,歸仁區,歸仁分隊　,紅
574,忠孝南路60巷　,250,2,歸仁區 忠孝南路６０巷,歸仁區,歸仁分隊　,紅
575,成功路一段159巷　,100,3,歸仁區 成功路一段１５９巷,歸仁區,歸仁分隊　,紅
576,中正南路一段153巷　,180,3,歸仁區 中正南路一段１５３巷,歸仁區,歸仁分隊　,紅
577,中正南路一段131巷　,200,3,歸仁區 中正南路一段１３１巷,歸仁區,歸仁分隊　,紅
578,中正南路一段76巷　,100,3,歸仁區 中正南路一段７６巷,歸仁區,歸仁分隊　,紅
579,和平南街71巷　,100,3,歸仁區 和平南街７１巷,歸仁區,歸仁分隊　,紅
580,和平南街89巷　,70,2,歸仁區 和平南街８９巷,歸仁區,歸仁分隊　,紅
581,和平南街126巷　,40,3,歸仁區 和平南街１２６巷,歸仁區,歸仁分隊　,紅
582,中正南路一段183巷　,2000,3,歸仁區 中正南路一段１８３巷,歸仁區,歸仁分隊　,紅
583,中山路一段515巷　,80,3,歸仁區 中山路一段５１５巷,歸仁區,歸仁分隊　,紅
584,大潭二街　,350,3,歸仁區 大潭二街,歸仁區,歸仁分隊　,紅
585,中正南路一段810巷　,60,3,歸仁區 中正南路一段８１０巷,歸仁區,歸仁分隊　,紅
586,長榮路一段200巷　,1500,2,歸仁區 長榮路一段２００巷,歸仁區,歸仁分隊　,紅
587,六甲二街　,400,2,歸仁區 六甲二街,歸仁區,歸仁分隊　,紅
588,六甲六街　,500,2.5,歸仁區 六甲六街,歸仁區,歸仁分隊　,紅
589,中正南路三段95巷　,150,3,歸仁區 中正南路三段９５巷３０弄,歸仁區,歸仁分隊　,紅
590,公園路39巷　,100,3,歸仁區 公園路３９巷,歸仁區,歸仁分隊　,紅
591,民生十街　,600,4.5,歸仁區 民生十街８巷,歸仁區,歸仁分隊　,黃
592,成功十街　,100,6,歸仁區 成功十街,歸仁區,歸仁分隊　,黃
593,公園八街　,100,6,歸仁區 公園八街,歸仁區,歸仁分隊　,黃
594,民族北街31巷弄　,100,3,歸仁區 民族北街３１巷,歸仁區,保西分隊　,紅
595,民族北街31巷10弄　,40,3,歸仁區 民族北街３１巷１０弄,歸仁區,保西分隊　,紅
596,民族北街58巷　,60,3,歸仁區 民族北街５８巷,歸仁區,保西分隊　,紅
597,中正北路一段47巷　,80,4,歸仁區 中正北路一段４７巷,歸仁區,保西分隊　,紅
598,中正北路三段160巷　,80,4,歸仁區 中正北路三段１６０巷,歸仁區,保西分隊　,紅
599,中正北路三段205巷弄　,60,4,歸仁區 中正北路三段２０５巷１２弄,歸仁區,保西分隊　,紅
600,保順路二段66巷　,100,4,歸仁區 保順路二段６６巷,歸仁區,保西分隊　,紅
601,保大路二段122巷　,150,4,歸仁區 保大路二段１２２巷,歸仁區,保西分隊　,紅
602,保大路一段151巷　,100,4,歸仁區 保大路一段１５１巷,歸仁區,保西分隊　,紅
